station,date,type,precipitation_vol,max_temp,min_temp,humidity,wind_speed
83377,15/04/2017,end,0,,19.3,,
83377,16/04/2017,start,,28.4,,58.25,1.333333
83377,16/04/2017,end,0,,18.8,,
83377,17/04/2017,start,,29.6,,60,1
83377,17/04/2017,end,0,,17.3,,
83377,18/04/2017,start,,29.8,,60.5,0.34296
83377,18/04/2017,end,0,,19,,
83377,19/04/2017,start,,28.9,,58.25,2.666667
83377,19/04/2017,end,0,,19.8,,
83377,20/04/2017,start,,28.5,,63,2.333333
83377,20/04/2017,end,0,,18.8,,
83377,21/04/2017,start,,25,,80.25,1.34296
83377,21/04/2017,end,0,,18.9,,
83377,22/04/2017,start,,29.1,,67,2.666667
83377,22/04/2017,end,0.8,,18,,
83377,23/04/2017,start,,28,,73.75,0.34296
83377,23/04/2017,end,0,,17.3,,
83377,24/04/2017,start,,28.8,,79.75,1.333333
83377,24/04/2017,end,0,,19,,
83377,25/04/2017,start,,27.8,,74,2.666667
83377,25/04/2017,end,0,,19.6,,
83377,26/04/2017,start,,28.3,,76.75,1
83377,26/04/2017,end,0.2,,19,,
83377,27/04/2017,start,,28.7,,76.5,0.666667
83377,27/04/2017,end,2.3,,19,,
83377,28/04/2017,start,,28,,74.25,0
83377,28/04/2017,end,0,,19.1,,
83377,29/04/2017,start,,29.1,,67,1.666667
83377,29/04/2017,end,0,,19.6,,
83377,30/04/2017,start,,27.8,,64.25,3
83377,30/04/2017,end,0,,19.2,,
83377,01/05/2017,start,,24.6,,72,2.666667
83377,01/05/2017,end,0,,17.6,,
83377,02/05/2017,start,,21.2,,67.75,3.666667
83377,02/05/2017,end,0,,16.4,,
83377,03/05/2017,start,,25.2,,70.25,4.333333
83377,03/05/2017,end,0,,16.2,,
83377,04/05/2017,start,,21.7,,56.25,2.666667
83377,04/05/2017,end,0,,16.5,,
83377,05/05/2017,start,,27.8,,59.5,1
83377,05/05/2017,end,0,,16.5,,
83377,06/05/2017,start,,29,,61.5,0.666667
83377,06/05/2017,end,0,,15,,
83377,07/05/2017,start,,28.9,,69.75,2.009627
83377,07/05/2017,end,1,,16.6,,
83377,08/05/2017,start,,27.5,,66.25,1.34296
83377,08/05/2017,end,0.9,,18.6,,
83377,09/05/2017,start,,28.8,,46.25,1.666667
83377,09/05/2017,end,0,,17.5,,
83377,10/05/2017,start,,29,,46.5,1
83377,10/05/2017,end,0,,13.9,,
83377,11/05/2017,start,,29.1,,44,2.34296
83377,11/05/2017,end,0,,13.6,,
83377,12/05/2017,start,,27.7,,52,3.333333
83377,12/05/2017,end,0,,17.1,,
83377,13/05/2017,start,,29.9,,53,2.333333
83377,13/05/2017,end,0,,15.1,,
83377,14/05/2017,start,,29.5,,57.5,2.009627
83377,14/05/2017,end,0,,15.4,,
83377,15/05/2017,start,,28,,73.75,0.34296
83377,15/05/2017,end,0,,17.1,,
83377,16/05/2017,start,,28,,81.75,0
83377,16/05/2017,end,1.7,,19.2,,
83377,17/05/2017,start,,29.4,,82.5,2.009627
83377,17/05/2017,end,1,,18.3,,
83377,18/05/2017,start,,26.5,,80,2.333333
83377,18/05/2017,end,33.8,,18.6,,
83377,19/05/2017,start,,27.8,,75.5,1
83377,19/05/2017,end,0,,17.9,,
83377,20/05/2017,start,,24.6,,94.75,0.666667
83377,20/05/2017,end,3.7,,18,,
83377,21/05/2017,start,,26,,81.75,2.009627
83377,21/05/2017,end,21.2,,16.9,,
83377,22/05/2017,start,,28.1,,70,2.666667
83377,22/05/2017,end,1,,18,,
83377,23/05/2017,start,,29,,67.25,1.666667
83377,23/05/2017,end,0,,17.7,,
83377,24/05/2017,start,,28,,71.25,3.333333
83377,24/05/2017,end,0,,18,,
83377,25/05/2017,start,,27.2,,65.25,2
83377,25/05/2017,end,0,,17.3,,
83377,26/05/2017,start,,27.4,,63.75,1
83377,26/05/2017,end,0,,16,,
83377,27/05/2017,start,,26.2,,61.75,2
83377,27/05/2017,end,0,,15.8,,
83377,28/05/2017,start,,26.6,,57.75,2.333333
83377,28/05/2017,end,0,,14.6,,
83377,29/05/2017,start,,27.3,,61,1.333333
83377,29/05/2017,end,0,,15.6,,
83377,30/05/2017,start,,28,,55.25,1
83377,30/05/2017,end,0,,16.5,,
83377,31/05/2017,start,,28.6,,59.75,1.666667
83377,31/05/2017,end,0,,16,,
83377,01/06/2017,start,,28.5,,71.25,1
83377,01/06/2017,end,0,,17,,
83377,02/06/2017,start,,27.9,,73,0
83377,02/06/2017,end,0,,17.2,,
83377,03/06/2017,start,,28.8,,61.75,1.666667
83377,03/06/2017,end,0,,17.3,,
83377,04/06/2017,start,,28.2,,59.5,2.333333
83377,04/06/2017,end,0,,18.6,,
83377,05/06/2017,start,,27.7,,55.75,2.34296
83377,05/06/2017,end,0,,17.8,,
83377,06/06/2017,start,,28.5,,56.25,1.333333
83377,06/06/2017,end,0,,15.6,,
83377,07/06/2017,start,,27.8,,54,1.333333
83377,07/06/2017,end,0,,15.9,,
83377,08/06/2017,start,,28.7,,59.25,2
83377,08/06/2017,end,0,,15.9,,
83377,09/06/2017,start,,29.2,,55,0.68592
83377,09/06/2017,end,0,,14.9,,
83377,10/06/2017,start,,24.6,,67.5,0
83377,10/06/2017,end,0,,14,,
83377,11/06/2017,start,,28.2,,60.75,0.34296
83377,11/06/2017,end,0,,14.3,,
83377,12/06/2017,start,,28.4,,62.5,1.666667
83377,12/06/2017,end,0,,16.1,,
83377,13/06/2017,start,,28.1,,52.25,3.666667
83377,13/06/2017,end,0,,16.3,,
83377,14/06/2017,start,,28,,57.5,2.333333
83377,14/06/2017,end,0,,15.3,,
83377,15/06/2017,start,,,,60,2
83377,15/06/2017,end,0,,15.8,,
83377,16/06/2017,start,,25.4,,53.5,2
83377,16/06/2017,end,0,,14.9,,
83377,17/06/2017,start,,24.7,,52,3.34296
83377,17/06/2017,end,0,,12.9,,
83377,18/06/2017,start,,25.2,,60.25,1.666667
83377,18/06/2017,end,0,,14,,
83377,19/06/2017,start,,25.2,,53,1
83377,19/06/2017,end,0,,12.1,,
83377,20/06/2017,start,,26,,50.75,1.352587
83377,20/06/2017,end,0,,13.5,,
83377,21/06/2017,start,,25.2,,52,3.333333
83377,21/06/2017,end,0,,14.2,,
83377,22/06/2017,start,,22.7,,59,5.333333
83377,22/06/2017,end,0,,13.8,,
83377,23/06/2017,start,,23.3,,66.25,4.333333
83377,23/06/2017,end,0,,14,,
83377,24/06/2017,start,,23.2,,58.25,3.676293
83377,24/06/2017,end,0,,14.1,,
83377,25/06/2017,start,,23.5,,57.5,4
83377,25/06/2017,end,0,,13,,
83377,26/06/2017,start,,22.2,,64.25,4
83377,26/06/2017,end,0,,12.8,,
83377,27/06/2017,start,,23.8,,52.75,2.333333
83377,27/06/2017,end,0,,14.5,,
83377,28/06/2017,start,,23.8,,54.25,4.333333
83377,28/06/2017,end,0,,16.8,,
83377,29/06/2017,start,,23.5,,57.75,5.009627
83377,29/06/2017,end,0,,14.1,,
83377,30/06/2017,start,,24.8,,50,1
83377,30/06/2017,end,0,,13,,
83377,01/07/2017,start,,24.7,,40.75,0.34296
83377,01/07/2017,end,0,,16.6,,
83377,02/07/2017,start,,23.5,,41.25,1.666667
83377,02/07/2017,end,0,,11.3,,
83377,03/07/2017,start,,22.2,,60,4
83377,03/07/2017,end,0,,12.5,,
83377,04/07/2017,start,,20.1,,57.25,3.666667
83377,04/07/2017,end,0,,10.8,,
83377,05/07/2017,start,,20.4,,56.25,2.333333
83377,05/07/2017,end,0,,10.4,,
83377,06/07/2017,start,,21.2,,58.75,3.333333
83377,06/07/2017,end,0,,11.2,,
83377,07/07/2017,start,,22.8,,57,2.676293
83377,07/07/2017,end,0,,12.8,,
83377,08/07/2017,start,,22.8,,57.25,3.666667
83377,08/07/2017,end,0,,12.5,,
83377,09/07/2017,start,,22.3,,53.25,4.333333
83377,09/07/2017,end,0,,12.6,,
83377,10/07/2017,start,,21.8,,71,2.333333
83377,10/07/2017,end,0,,12.3,,
83377,11/07/2017,start,,23.8,,59.75,3
83377,11/07/2017,end,0,,13.8,,
83377,12/07/2017,start,,24.8,,49.25,3
83377,12/07/2017,end,0,,14.2,,
83377,13/07/2017,start,,24.2,,44.5,4.333333
83377,13/07/2017,end,0,,14.2,,
83377,14/07/2017,start,,23.4,,45.75,5
83377,14/07/2017,end,0,,13.8,,
83377,15/07/2017,start,,23.6,,55.75,3
83377,15/07/2017,end,0,,13.5,,
83377,16/07/2017,start,,23.4,,45.5,1.666667
83377,16/07/2017,end,0,,12.7,,
83377,17/07/2017,start,,24,,45.5,3
83377,17/07/2017,end,0,,12.1,,
83377,18/07/2017,start,,24.8,,47,2.34296
83377,18/07/2017,end,0,,11,,
83377,19/07/2017,start,,25,,43.5,2.666667
83377,19/07/2017,end,0,,10.5,,
83377,20/07/2017,start,,25.8,,39.75,1
83377,20/07/2017,end,0,,13.8,,
83377,21/07/2017,start,,26.3,,44.5,0.666667
83377,21/07/2017,end,0,,12.7,,
83377,22/07/2017,start,,26.6,,34,2.333333
83377,22/07/2017,end,0,,14.1,,
83377,23/07/2017,start,,24.8,,31.25,3.666667
83377,23/07/2017,end,0,,15.3,,
83377,24/07/2017,start,,23,,49.75,2.34296
83377,24/07/2017,end,0,,13,,
83377,25/07/2017,start,,24.2,,50,2
83377,25/07/2017,end,0,,13.6,,
83377,26/07/2017,start,,22.4,,44.5,4.666667
83377,26/07/2017,end,0,,13,,
83377,27/07/2017,start,,21.9,,47.75,5.333333
83377,27/07/2017,end,0,,12.2,,
83377,28/07/2017,start,,23.5,,54,5
83377,28/07/2017,end,0,,12.5,,
83377,29/07/2017,start,,24.2,,46.25,4.333333
83377,29/07/2017,end,0,,13,,
83377,30/07/2017,start,,21.4,,53.75,4.333333
83377,30/07/2017,end,0,,12.9,,
83377,31/07/2017,start,,22,,49.25,3
83377,31/07/2017,end,0,,11,,
83377,01/08/2017,start,,24.6,,43.5,2.666667
83377,01/08/2017,end,0,,13.3,,
83377,02/08/2017,start,,26.4,,42.25,1.34296
83377,02/08/2017,end,0,,10,,
83377,03/08/2017,start,,28.8,,36.75,0.34296
83377,03/08/2017,end,0,,11.8,,
83377,04/08/2017,start,,28,,47,0.666667
83377,04/08/2017,end,0,,14.8,,
83377,05/08/2017,start,,28,,40,3.666667
83377,05/08/2017,end,0,,13.3,,
83377,06/08/2017,start,,27,,43.75,2
83377,06/08/2017,end,0,,13.6,,
83377,07/08/2017,start,,26.8,,48.5,3
83377,07/08/2017,end,0,,15.7,,
83377,08/08/2017,start,,28.6,,49,1.676293
83377,08/08/2017,end,0,,15.6,,
83377,09/08/2017,start,,29.7,,40.25,0
83377,09/08/2017,end,0,,15.1,,
83377,10/08/2017,start,,29.8,,30.5,2
83377,10/08/2017,end,0,,14.4,,
83377,11/08/2017,start,,29.7,,29.5,3.009627
83377,11/08/2017,end,0,,14.4,,
83377,12/08/2017,start,,28.8,,30.75,5.333333
83377,12/08/2017,end,0,,15.4,,
83377,13/08/2017,start,,29.5,,38.5,1
83377,13/08/2017,end,0,,16.4,,
83377,14/08/2017,start,,30.7,,29,1.666667
83377,14/08/2017,end,0,,14.2,,
83377,15/08/2017,start,,30,,26.5,3
83377,15/08/2017,end,0,,16,,
83377,16/08/2017,start,,29.3,,36.75,3.333333
83377,16/08/2017,end,0,,16,,
83377,17/08/2017,start,,29.9,,30.5,0.666667
83377,17/08/2017,end,0,,14.3,,
83377,18/08/2017,start,,30.1,,29.5,1.666667
83377,18/08/2017,end,0,,15.2,,
83377,19/08/2017,start,,30.5,,27.5,2.666667
83377,19/08/2017,end,0,,17.8,,
83377,20/08/2017,start,,32.1,,34,3
83377,20/08/2017,end,0,,19,,
83377,21/08/2017,start,,30,,40,1.666667
83377,21/08/2017,end,0,,16.6,,
83377,22/08/2017,start,,27,,46,6
83377,22/08/2017,end,0,,17.8,,
83377,23/08/2017,start,,26.2,,52.75,6.333333
83377,23/08/2017,end,0,,14.7,,
83377,24/08/2017,start,,26,,52.75,4.666667
83377,24/08/2017,end,0,,14.3,,
83377,25/08/2017,start,,26.6,,47.75,3.666667
83377,25/08/2017,end,0,,14.9,,
83377,26/08/2017,start,,28,,40.25,0.666667
83377,26/08/2017,end,0,,13.6,,
83377,27/08/2017,start,,29.8,,29.25,1
83377,27/08/2017,end,0,,15.1,,
83377,28/08/2017,start,,30.8,,26,1.333333
83377,28/08/2017,end,0,,13.8,,
83377,29/08/2017,start,,30.3,,25.25,1.68592
83377,29/08/2017,end,0,,15,,
83377,30/08/2017,start,,31.4,,28,2.009627
83377,30/08/2017,end,0,,16,,
83377,31/08/2017,start,,31.2,,23.75,2
83377,31/08/2017,end,0,,15,,
83377,01/09/2017,start,,28.8,,31,4.666667
83377,01/09/2017,end,0,,19.2,,
83377,02/09/2017,start,,27.4,,41.25,5
83377,02/09/2017,end,0,,16.3,,
83377,03/09/2017,start,,26.3,,40.75,4.381467
83377,03/09/2017,end,0,,15.2,,
83377,04/09/2017,start,,25.6,,35,4.333333
83377,04/09/2017,end,0,,14,,
83377,05/09/2017,start,,26.4,,37.5,2.352587
83377,05/09/2017,end,0,,15.3,,
83377,06/09/2017,start,,28.5,,31.75,2.333333
83377,06/09/2017,end,0,,16.5,,
83377,07/09/2017,start,,29.8,,34,1.666667
83377,07/09/2017,end,0,,16.4,,
83377,08/09/2017,start,,29.8,,28.75,3.666667
83377,08/09/2017,end,0,,16.8,,
83377,09/09/2017,start,,28.6,,30,4.333333
83377,09/09/2017,end,0,,16.8,,
83377,10/09/2017,start,,29.3,,35.25,3.666667
83377,10/09/2017,end,0,,17.9,,
83377,11/09/2017,start,,29.8,,36.25,2
83377,11/09/2017,end,0,,17.5,,
83377,12/09/2017,start,,28.4,,32,5.666667
83377,12/09/2017,end,0,,17.4,,
83377,13/09/2017,start,,27.8,,40.75,4.333333
83377,13/09/2017,end,0,,17.1,,
83377,14/09/2017,start,,28.6,,37.25,5
83377,14/09/2017,end,0,,17.9,,
83377,15/09/2017,start,,28.4,,35.75,5.666667
83377,15/09/2017,end,0,,18.9,,
83377,16/09/2017,start,,28,,29.5,5.333333
83377,16/09/2017,end,0,,17.1,,
83377,17/09/2017,start,,27.6,,36,5
83377,17/09/2017,end,0,,16.4,,
83377,18/09/2017,start,,29.1,,35,3.009627
83377,18/09/2017,end,0,,17.2,,
83377,19/09/2017,start,,28.9,,35.25,2.333333
83377,19/09/2017,end,0,,17.4,,
83377,20/09/2017,start,,29.3,,34.5,4.666667
83377,20/09/2017,end,0,,17.5,,
83377,21/09/2017,start,,27,,41.75,5
83377,21/09/2017,end,0,,17.1,,
83377,22/09/2017,start,,22.8,,52.75,2.333333
83377,22/09/2017,end,0,,18.2,,
83377,23/09/2017,start,,28.9,,37.25,2.676293
83377,23/09/2017,end,0,,17.2,,
83377,24/09/2017,start,,29.4,,36,3.333333
83377,24/09/2017,end,0,,17.7,,
83377,25/09/2017,start,,29.2,,35.25,5.666667
83377,25/09/2017,end,0,,17.5,,
83377,26/09/2017,start,,29.6,,35.25,1.666667
83377,26/09/2017,end,0,,16.9,,
83377,27/09/2017,start,,24.2,,74,1.333333
83377,27/09/2017,end,0,,15.2,,
83377,28/09/2017,start,,23.7,,67.75,1
83377,28/09/2017,end,9.2,,15.1,,
83377,29/09/2017,start,,30.4,,41.5,1
83377,29/09/2017,end,0,,17.3,,
83377,30/09/2017,start,,26.5,,64,3.333333
83377,30/09/2017,end,0,,16.9,,
83377,01/10/2017,start,,29.6,,50.75,0.8574
83377,01/10/2017,end,0,,15.6,,
83377,02/10/2017,start,,27.2,,74.5,1.02888
83377,02/10/2017,end,0,,18.9,,
83377,03/10/2017,start,,20.8,,86.75,2.40072
83377,03/10/2017,end,10.3,,13.5,,
83377,04/10/2017,start,,28,,58.25,1.7148
83377,04/10/2017,end,0.2,,14.2,,
83377,05/10/2017,start,,30.4,,44.25,3.4296
83377,05/10/2017,end,0,,14,,
83377,06/10/2017,start,,31,,35.75,3.4296
83377,06/10/2017,end,0,,19.1,,
83377,07/10/2017,start,,30.9,,40.25,2.40072
83377,07/10/2017,end,0,,21,,
83377,08/10/2017,start,,32.3,,24.25,3.77256
83377,08/10/2017,end,0,,19.1,,
83377,09/10/2017,start,,32.3,,30,1.7148
83377,09/10/2017,end,0,,21.3,,
83377,10/10/2017,start,,32.2,,28.5,3.08664
83377,10/10/2017,end,0,,20.6,,
83377,11/10/2017,start,,32.2,,23,3.4296
83377,11/10/2017,end,0,,17.4,,
83377,12/10/2017,start,,32,,20.25,2.5722
83377,12/10/2017,end,0,,16.8,,
83377,13/10/2017,start,,34.1,,22.25,3.77256
83377,13/10/2017,end,0,,17.8,,
83377,14/10/2017,start,,34.8,,26.5,2.74368
83377,14/10/2017,end,0,,17.4,,
83377,15/10/2017,start,,35.6,,26.75,3.08664
83377,15/10/2017,end,0,,19.9,,
83377,16/10/2017,start,,33.4,,31,7.20216
83377,16/10/2017,end,0,,22.3,,
83377,17/10/2017,start,,31.4,,35.25,3.94404
83377,17/10/2017,end,0,,20.9,,
83377,18/10/2017,start,,30.5,,29.75,5.1444
83377,18/10/2017,end,0,,19.9,,
83377,19/10/2017,start,,31.9,,29,2.74368
83377,19/10/2017,end,0,,20.6,,
83377,20/10/2017,start,,31.9,,37.25,1.7148
83377,20/10/2017,end,0,,18.2,,
83377,21/10/2017,start,,32.8,,28,4.11552
83377,21/10/2017,end,0,,20.6,,
83377,22/10/2017,start,,32.8,,30.5,3.4296
83377,22/10/2017,end,0,,20.9,,
83377,23/10/2017,start,,32.3,,44.5,3.08664
83377,23/10/2017,end,0,,19.3,,
83377,24/10/2017,start,,32.2,,37.25,7.37364
83377,24/10/2017,end,0,,20.2,,
83377,25/10/2017,start,,33,,26,3.08664
83377,25/10/2017,end,0,,20.7,,
83377,26/10/2017,start,,33.2,,39.25,1.7148
83377,26/10/2017,end,0,,20.3,,
83377,27/10/2017,start,,30.2,,65.5,0.8574
83377,27/10/2017,end,3.4,,22.2,,
83377,28/10/2017,start,,28.4,,71.5,0
83377,28/10/2017,end,8.6,,18.9,,
83377,29/10/2017,start,,28,,59.75,1.02888
83377,29/10/2017,end,1.1,,18.7,,
83377,30/10/2017,start,,29.3,,70,1.02888
83377,30/10/2017,end,1.8,,17.7,,
83377,31/10/2017,start,,26.9,,79.25,4.45848
83377,31/10/2017,end,7.8,,19.4,,
83377,01/11/2017,start,,25.6,,80.25,1.37184
83377,01/11/2017,end,0,,16.4,,
83377,02/11/2017,start,,26,,84.5,1.02888
83377,02/11/2017,end,6.8,,19,,
83377,03/11/2017,start,,28.2,,75.5,2.74368
83377,03/11/2017,end,10.8,,19,,
83377,04/11/2017,start,,29.8,,62.25,2.05776
83377,04/11/2017,end,4.8,,19.7,,
83377,05/11/2017,start,,23.9,,85.25,1.02888
83377,05/11/2017,end,0,,19.1,,
83377,06/11/2017,start,,28.8,,59.75,1.02888
83377,06/11/2017,end,2.4,,17.7,,
83377,07/11/2017,start,,27.4,,83,0.68592
83377,07/11/2017,end,4.6,,18.7,,
83377,08/11/2017,start,,21.8,,87.25,3.77256
83377,08/11/2017,end,39,,17.9,,
83377,09/11/2017,start,,24,,93.25,2.05776
83377,09/11/2017,end,9,,18.3,,
83377,10/11/2017,start,,23,,91,1.54332
83377,10/11/2017,end,9.1,,18.7,,
83377,11/11/2017,start,,25.4,,92.25,1.7148
83377,11/11/2017,end,57.3,,16.5,,
83377,12/11/2017,start,,27,,82,1.7148
83377,12/11/2017,end,4.8,,17,,
83377,13/11/2017,start,,29.6,,56.75,1.37184
83377,13/11/2017,end,18.4,,17.6,,
83377,14/11/2017,start,,30.3,,38.25,1.7148
83377,14/11/2017,end,0,,16.1,,
83377,15/11/2017,start,,27.4,,61.75,2.40072
83377,15/11/2017,end,0,,17.1,,
83377,16/11/2017,start,,28.7,,55.5,2.40072
83377,16/11/2017,end,0.7,,18,,
83377,17/11/2017,start,,26,,85,1.02888
83377,17/11/2017,end,1,,17.7,,
83377,18/11/2017,start,,26.2,,81,2.74368
83377,18/11/2017,end,21.3,,17.6,,
83377,19/11/2017,start,,26.6,,78,1.54332
83377,19/11/2017,end,0,,17.8,,
83377,20/11/2017,start,,29,,66.25,2.05776
83377,20/11/2017,end,0.1,,19,,
83377,21/11/2017,start,,26.1,,80.5,1.37184
83377,21/11/2017,end,5.3,,19,,
83377,22/11/2017,start,,26.9,,65.5,1.37184
83377,22/11/2017,end,0,,18.7,,
83377,23/11/2017,start,,28.5,,71,2.40072
83377,23/11/2017,end,0,,20.1,,
83377,24/11/2017,start,,24.8,,78.25,2.74368
83377,24/11/2017,end,0.1,,19.7,,
83377,25/11/2017,start,,28,,74.5,1.37184
83377,25/11/2017,end,0,,19.5,,
83377,26/11/2017,start,,26.4,,84,0.34296
83377,26/11/2017,end,37.4,,18.1,,
83377,27/11/2017,start,,26.8,,71.75,0.68592
83377,27/11/2017,end,18.7,,17.3,,
83377,28/11/2017,start,,28.4,,76.5,2.05776
83377,28/11/2017,end,0.6,,19.4,,
83377,29/11/2017,start,,27.4,,81,3.08664
83377,29/11/2017,end,3.7,,19.2,,
83377,30/11/2017,start,,22,,88.25,0.34296
83377,30/11/2017,end,65.5,,17.1,,
83377,01/12/2017,start,,23.4,,84.5,3.08664
83377,01/12/2017,end,4,,17.8,,
83377,02/12/2017,start,,23.2,,88.25,3.4296
83377,02/12/2017,end,5.2,,18.5,,
83377,03/12/2017,start,,25.8,,79,2.40072
83377,03/12/2017,end,0,,18.2,,
83377,04/12/2017,start,,29.7,,62.25,3.4296
83377,04/12/2017,end,2.9,,18.9,,
83377,05/12/2017,start,,26.4,,87,1.02888
83377,05/12/2017,end,0,,19.5,,
83377,06/12/2017,start,,26.2,,80.75,0
83377,06/12/2017,end,3.6,,19.2,,
83377,07/12/2017,start,,27.3,,77.5,3.4296
83377,07/12/2017,end,7.6,,19.1,,
83377,08/12/2017,start,,26.7,,79.5,3.77256
83377,08/12/2017,end,15.3,,18.8,,
83377,09/12/2017,start,,26.8,,79.75,0.68592
83377,09/12/2017,end,0,,19.3,,
83377,10/12/2017,start,,23.3,,95,0
83377,10/12/2017,end,0,,19.4,,
83377,11/12/2017,start,,23.1,,90.5,3.77256
83377,11/12/2017,end,26,,18.2,,
83377,12/12/2017,start,,24.9,,89.25,1.37184
83377,12/12/2017,end,30.7,,17.2,,
83377,13/12/2017,start,,24.7,,86.25,2.05776
83377,13/12/2017,end,8.5,,18.2,,
83377,14/12/2017,start,,23.2,,93.25,2.05776
83377,14/12/2017,end,34.7,,18.2,,
83377,15/12/2017,start,,23.4,,92.5,1.88628
83377,15/12/2017,end,55.9,,17.4,,
83377,16/12/2017,start,,21,,92,0.34296
83377,16/12/2017,end,1.1,,17.3,,
83377,17/12/2017,start,,25.2,,79.25,2.40072
83377,17/12/2017,end,3.3,,16.2,,
83377,18/12/2017,start,,26.5,,77,2.05776
83377,18/12/2017,end,1.1,,18.9,,
83377,19/12/2017,start,,28.5,,64.75,3.08664
83377,19/12/2017,end,0.1,,17.2,,
83377,20/12/2017,start,,28.6,,51.25,1.37184
83377,20/12/2017,end,0,,20.2,,
83377,21/12/2017,start,,29,,57.25,1.02888
83377,21/12/2017,end,0,,19.3,,
83377,22/12/2017,start,,27.6,,78.5,1.02888
83377,22/12/2017,end,0,,19.7,,
83377,23/12/2017,start,,28.6,,73.75,0
83377,23/12/2017,end,17.7,,17.1,,
83377,24/12/2017,start,,29.4,,83,4.287
83377,24/12/2017,end,9.1,,17.7,,
83377,25/12/2017,start,,28.1,,76,0.34296
83377,25/12/2017,end,2.3,,18.5,,
83377,26/12/2017,start,,30.1,,68,1.7148
83377,26/12/2017,end,25.7,,17.3,,
83377,27/12/2017,start,,29.5,,59,2.05776
83377,27/12/2017,end,0,,20.8,,
83377,28/12/2017,start,,30.8,,52,0.68592
83377,28/12/2017,end,0,,17.7,,
83377,29/12/2017,start,,29.4,,71.5,0
83377,29/12/2017,end,0,,19.8,,
83377,30/12/2017,start,,24.2,,85.25,0.68592
83377,30/12/2017,end,1.5,,20,,
83377,31/12/2017,start,,28.4,,71,1.02888
83377,31/12/2017,end,11.4,,,,
83377,01/01/2018,start,,26.6,,89,0
83377,01/01/2018,end,0.3,,20.3,,
83377,02/01/2018,start,,27,,85.25,0
83377,02/01/2018,end,16.4,,18.2,,
83377,03/01/2018,start,,28.6,,78.5,2.40072
83377,03/01/2018,end,3.9,,17.8,,
83377,04/01/2018,start,,27.2,,72.25,2.40072
83377,04/01/2018,end,0.7,,18.8,,
83377,05/01/2018,start,,24,,90.75,0.34296
83377,05/01/2018,end,0.6,,19.8,,
83377,06/01/2018,start,,23.3,,86.75,1.02888
83377,06/01/2018,end,10.9,,16.8,,
83377,07/01/2018,start,,26,,81.5,2.40072
83377,07/01/2018,end,31.6,,16.8,,
83377,08/01/2018,start,,24.7,,85.5,0
83377,08/01/2018,end,4.2,,16.6,,
83377,09/01/2018,start,,27.4,,66,0.68592
83377,09/01/2018,end,20,,17.7,,
83377,10/01/2018,start,,27.6,,65,2.05776
83377,10/01/2018,end,0,,17.6,,
83377,11/01/2018,start,,27.5,,59.25,3.4296
83377,11/01/2018,end,0,,19.3,,
83377,12/01/2018,start,,27.3,,67.25,3.08664
83377,12/01/2018,end,0,,17.6,,
83377,13/01/2018,start,,27.6,,76,1.7148
83377,13/01/2018,end,0,,16,,
83377,14/01/2018,start,,22.6,,82.25,1.7148
83377,14/01/2018,end,7.3,,16.9,,
83377,15/01/2018,start,,27.4,,82.5,1.02888
83377,15/01/2018,end,0.6,,16.8,,
83377,16/01/2018,start,,28.5,,65.75,2.74368
83377,16/01/2018,end,0.2,,17.2,,
83377,17/01/2018,start,,28.2,,57,4.80144
83377,17/01/2018,end,0,,17.7,,
83377,18/01/2018,start,,28.1,,50.75,1.7148
83377,18/01/2018,end,0,,16.8,,
83377,19/01/2018,start,,28.9,,49.5,3.08664
83377,19/01/2018,end,0,,16.3,,
83377,20/01/2018,start,,29.4,,43.25,2.05776
83377,20/01/2018,end,0,,17.3,,
83377,21/01/2018,start,,30.2,,42,1.37184
83377,21/01/2018,end,0,,17.4,,
83377,22/01/2018,start,,30.1,,38.75,0.68592
83377,22/01/2018,end,0,,18.3,,
83377,23/01/2018,start,,30.9,,39.5,2.40072
83377,23/01/2018,end,0,,16.8,,
83377,24/01/2018,start,,29.9,,61,2.40072
83377,24/01/2018,end,0,,20.8,,
83377,25/01/2018,start,,25.1,,78,0
83377,25/01/2018,end,7.8,,19.1,,
83377,26/01/2018,start,,26.5,,85,0
83377,26/01/2018,end,2.1,,19.5,,
83377,27/01/2018,start,,27.8,,81.5,1.02888
83377,27/01/2018,end,16.8,,17.6,,
83377,28/01/2018,start,,26.5,,75.25,2.74368
83377,28/01/2018,end,25.4,,17.8,,
83377,29/01/2018,start,,27.4,,79.75,2.05776
83377,29/01/2018,end,0,,19.6,,
83377,30/01/2018,start,,28.1,,72.75,2.05776
83377,30/01/2018,end,2.2,,19.2,,
83377,31/01/2018,start,,28.2,,79,2.74368
83377,31/01/2018,end,0,,20,,
83377,01/02/2018,start,,26.3,,83.75,2.40072
83377,01/02/2018,end,26.2,,17.3,,
83377,02/02/2018,start,,26.6,,85.25,2.74368
83377,02/02/2018,end,23.8,,18.9,,
83377,03/02/2018,start,,26.4,,88.25,2.74368
83377,03/02/2018,end,1,,19,,
83377,04/02/2018,start,,19.8,,93.25,0
83377,04/02/2018,end,52.4,,16.4,,
83377,05/02/2018,start,,23.2,,82.75,2.91516
83377,05/02/2018,end,2,,17.5,,
83377,06/02/2018,start,,25.8,,76.25,3.08664
83377,06/02/2018,end,0.1,,16.8,,
83377,07/02/2018,start,,26.2,,82,2.40072
83377,07/02/2018,end,0,,17.8,,
