,date,year_month,year,month,inflation,inf_accum,quarter,gdp,precipitation_vol,max_temp,min_temp,humidity,wind_speed,min_sale,max_sale,total_sales,total_invoices,total_cpfs,avg_tickect,week_day,holiday,day,week_day_str,after_holiday,before_holiday
372,2017-11-22,201711,2017,11,0.28,2.8,4,165.8,0.0,26.9,18.7,65.5,1.37184,1.75,126.4725,7651.315,348.0,73.0,21.98653735632184,2,0,22,Wednesday,0,0
373,2017-11-21,201711,2017,11,0.28,2.8,4,165.8,5.3,26.1,19.0,80.5,1.37184,1.75,92.225,8123.08,361.0,73.0,22.50160664819944,1,0,21,Tuesday,0,0
374,2017-11-20,201711,2017,11,0.28,2.8,4,165.8,0.1,29.0,19.0,66.25,2.05776,2.1875,236.25,8099.35,348.0,59.0,23.273994252873564,0,0,20,Monday,0,0
375,2017-11-19,201711,2017,11,0.28,2.8,4,165.8,0.0,26.6,17.8,78.0,1.54332,,,,,,,6,0,19,Sunday,0,0
376,2017-11-18,201711,2017,11,0.28,2.8,4,165.8,21.3,26.2,17.6,81.0,2.74368,,,,,,,5,0,18,Saturday,0,0
377,2017-11-17,201711,2017,11,0.28,2.8,4,165.8,1.0,26.0,17.7,85.0,1.02888,1.75,99.05,6562.4475,289.0,53.0,22.707430795847753,4,0,17,Friday,0,0
378,2017-11-16,201711,2017,11,0.28,2.8,4,165.8,0.7,28.7,18.0,55.5,2.40072,1.75,189.0,8477.245,355.0,73.0,23.879563380281688,3,0,16,Thursday,1,0
379,2017-11-15,201711,2017,11,0.28,2.8,4,165.8,0.0,27.4,17.1,61.75,2.40072,,,,,,,2,1,15,Wednesday,0,0
380,2017-11-14,201711,2017,11,0.28,2.8,4,165.8,0.0,30.3,16.1,38.25,1.7148,2.625,86.8875,8595.09,367.0,65.0,23.419863760217986,1,0,14,Tuesday,0,1
381,2017-11-13,201711,2017,11,0.28,2.8,4,165.8,18.4,29.6,17.6,56.75,1.37184,1.75,68.4775,8696.66,401.0,65.0,21.687431421446387,0,0,13,Monday,0,0
382,2017-11-12,201711,2017,11,0.28,2.8,4,165.8,4.8,27.0,17.0,82.0,1.7148,,,,,,,6,0,12,Sunday,0,0
383,2017-11-11,201711,2017,11,0.28,2.8,4,165.8,57.3,25.4,16.5,92.25,1.7148,,,,,,,5,0,11,Saturday,0,0
384,2017-11-10,201711,2017,11,0.28,2.8,4,165.8,9.1,23.0,18.7,91.0,1.54332,2.625,148.26,11835.6875,424.0,72.0,27.914357311320757,4,0,10,Friday,0,0
385,2017-11-09,201711,2017,11,0.28,2.8,4,165.8,9.0,24.0,18.3,93.25,2.05776,1.75,181.125,10836.4025,441.0,70.0,24.572341269841267,3,0,9,Thursday,0,0
386,2017-11-08,201711,2017,11,0.28,2.8,4,165.8,39.0,21.8,17.9,87.25,3.77256,1.75,262.5,12192.7575,445.0,56.0,27.39945505617977,2,0,8,Wednesday,0,0
387,2017-11-07,201711,2017,11,0.28,2.8,4,165.8,4.6,27.4,18.7,83.0,0.68592,1.75,161.0,9616.53,391.0,65.0,24.594705882352944,1,0,7,Tuesday,0,0
388,2017-11-06,201711,2017,11,0.28,2.8,4,165.8,2.4,28.8,17.7,59.75,1.02888,1.75,210.0,10460.2925,398.0,66.0,26.28214195979899,0,0,6,Monday,0,0
389,2017-11-05,201711,2017,11,0.28,2.8,4,165.8,0.0,23.9,19.1,85.25,1.02888,,,,,,,6,0,5,Sunday,0,0
390,2017-11-04,201711,2017,11,0.28,2.8,4,165.8,4.8,29.8,19.7,62.25,2.05776,,,,,,,5,0,4,Saturday,0,0
391,2017-11-03,201711,2017,11,0.28,2.8,4,165.8,10.8,28.2,19.0,75.5,2.74368,,,,,,,4,0,3,Friday,1,0
392,2017-11-02,201711,2017,11,0.28,2.8,4,165.8,6.8,26.0,19.0,84.5,1.02888,,,,,,,3,1,2,Thursday,0,0
393,2017-11-01,201711,2017,11,0.28,2.8,4,165.8,0.0,25.6,16.4,80.25,1.37184,2.205,375.69,9454.48,310.0,66.0,30.49832258064516,2,0,1,Wednesday,0,1
394,2017-10-31,201710,2017,10,0.42,2.7,4,165.8,7.8,26.9,19.4,79.25,4.458480000000001,1.4875,340.375,9566.3925,382.0,63.0,25.04291230366492,1,0,31,Tuesday,0,0
395,2017-10-30,201710,2017,10,0.42,2.7,4,165.8,1.8,29.3,17.7,70.0,1.02888,1.75,86.205,8293.845,352.0,73.0,23.562059659090906,0,0,30,Monday,0,0
396,2017-10-29,201710,2017,10,0.42,2.7,4,165.8,1.1,28.0,18.7,59.75,1.02888,,,,,,,6,0,29,Sunday,0,0
397,2017-10-28,201710,2017,10,0.42,2.7,4,165.8,8.6,28.4,18.9,71.5,0.0,,,,,,,5,0,28,Saturday,0,0
398,2017-10-27,201710,2017,10,0.42,2.7,4,165.8,3.4,30.2,22.2,65.5,0.8574,0.875,258.615,7970.375,320.0,56.0,24.907421875,4,0,27,Friday,0,0
399,2017-10-26,201710,2017,10,0.42,2.7,4,165.8,0.0,33.2,20.3,39.25,1.7148,1.75,191.345,8144.0275,332.0,66.0,24.530203313253008,3,0,26,Thursday,0,0
400,2017-10-25,201710,2017,10,0.42,2.7,4,165.8,0.0,33.0,20.7,26.0,3.08664,1.75,191.8875,7033.5125,300.0,55.0,23.445041666666658,2,0,25,Wednesday,0,0
401,2017-10-24,201710,2017,10,0.42,2.7,4,165.8,0.0,32.2,20.2,37.25,7.373639999999999,0.35,82.775,6221.8275,267.0,56.0,23.302724719101125,1,0,24,Tuesday,0,0
402,2017-10-23,201710,2017,10,0.42,2.7,4,165.8,0.0,32.3,19.3,44.5,3.08664,2.625,226.2575,7426.825,298.0,66.0,24.922231543624164,0,0,23,Monday,0,0
403,2017-10-22,201710,2017,10,0.42,2.7,4,165.8,0.0,32.8,20.9,30.5,3.4296,,,,,,,6,0,22,Sunday,0,0
404,2017-10-21,201710,2017,10,0.42,2.7,4,165.8,0.0,32.8,20.6,28.0,4.11552,,,,,,,5,0,21,Saturday,0,0
405,2017-10-20,201710,2017,10,0.42,2.7,4,165.8,0.0,31.9,18.2,37.25,1.7148,0.7,83.3525,6348.72,280.0,45.0,22.674,4,0,20,Friday,0,0
406,2017-10-19,201710,2017,10,0.42,2.7,4,165.8,0.0,31.9,20.6,29.0,2.74368,2.625,69.37,6562.465,285.0,62.0,23.02619298245614,3,0,19,Thursday,0,0
407,2017-10-18,201710,2017,10,0.42,2.7,4,165.8,0.0,30.5,19.9,29.75,5.1444,3.5,68.6875,5824.735,264.0,43.0,22.06339015151515,2,0,18,Wednesday,0,0
408,2017-10-17,201710,2017,10,0.42,2.7,4,165.8,0.0,31.4,20.9,35.25,3.94404,1.4,102.935,7583.9575,334.0,59.0,22.706459580838324,1,0,17,Tuesday,0,0
409,2017-10-16,201710,2017,10,0.42,2.7,4,165.8,0.0,33.4,22.3,31.0,7.202160000000001,3.5,87.4125,7679.42,343.0,67.0,22.388979591836733,0,0,16,Monday,0,0
410,2017-10-15,201710,2017,10,0.42,2.7,4,165.8,0.0,35.6,19.9,26.75,3.08664,,,,,,,6,0,15,Sunday,0,0
411,2017-10-14,201710,2017,10,0.42,2.7,4,165.8,0.0,34.8,17.4,26.5,2.74368,,,,,,,5,0,14,Saturday,0,0
412,2017-10-13,201710,2017,10,0.42,2.7,4,165.8,0.0,34.1,17.8,22.25,3.77256,,,,,,,4,0,13,Friday,1,0
413,2017-10-12,201710,2017,10,0.42,2.7,4,165.8,0.0,32.0,16.8,20.25,2.5722,,,,,,,3,1,12,Thursday,0,0
414,2017-10-11,201710,2017,10,0.42,2.7,4,165.8,0.0,32.2,17.4,23.0,3.4296,3.5,169.05,10089.485,373.0,69.0,27.04955764075067,2,0,11,Wednesday,0,1
415,2017-10-10,201710,2017,10,0.42,2.7,4,165.8,0.0,32.2,20.6,28.5,3.08664,1.75,189.0,9196.3725,364.0,51.0,25.264759615384616,1,0,10,Tuesday,0,0
416,2017-10-09,201710,2017,10,0.42,2.7,4,165.8,0.0,32.3,21.3,30.0,1.7148,1.75,72.765,6646.045,312.0,68.0,21.30142628205128,0,0,9,Monday,0,0
417,2017-10-08,201710,2017,10,0.42,2.7,4,165.8,0.0,32.3,19.1,24.25,3.77256,,,,,,,6,0,8,Sunday,0,0
418,2017-10-07,201710,2017,10,0.42,2.7,4,165.8,0.0,30.9,21.0,40.25,2.40072,,,,,,,5,0,7,Saturday,0,0
419,2017-10-06,201710,2017,10,0.42,2.7,4,165.8,0.0,31.0,19.1,35.75,3.4296,3.5,131.25,6943.02,276.0,66.0,25.15586956521739,4,0,6,Friday,0,0
420,2017-10-05,201710,2017,10,0.42,2.7,4,165.8,0.0,30.4,14.0,44.25,3.4296,1.75,73.6925,7465.57,320.0,69.0,23.32990625,3,0,5,Thursday,0,0
421,2017-10-04,201710,2017,10,0.42,2.7,4,165.8,0.2,28.0,14.2,58.25,1.7148,0.7,81.6725,7540.7675,321.0,72.0,23.491487538940806,2,0,4,Wednesday,0,0
422,2017-10-03,201710,2017,10,0.42,2.7,4,165.8,10.3,20.8,13.5,86.75,2.40072,2.625,367.5,8382.0275,341.0,67.0,24.58072580645161,1,0,3,Tuesday,0,0
423,2017-10-02,201710,2017,10,0.42,2.7,4,165.8,0.0,27.2,18.9,74.5,1.02888,1.75,210.56,7895.545,320.0,73.0,24.673578125,0,0,2,Monday,0,0
424,2017-10-01,201710,2017,10,0.42,2.7,4,165.8,0.0,29.6,15.6,50.75,0.8574,,,,,,,6,0,1,Sunday,0,0
425,2017-09-30,201709,2017,9,0.16,2.54,3,167.7,0.0,26.5,16.9,64.0,3.333333,,,,,,,5,0,30,Saturday,0,0
426,2017-09-29,201709,2017,9,0.16,2.54,3,167.7,0.0,30.4,17.3,41.5,1.0,1.75,123.445,5329.52,231.0,35.0,23.07151515151515,4,0,29,Friday,0,0
427,2017-09-28,201709,2017,9,0.16,2.54,3,167.7,9.2,23.7,15.1,67.75,1.0,3.5,69.7375,7478.4675,319.0,52.0,23.443471786833854,3,0,28,Thursday,0,0
428,2017-09-27,201709,2017,9,0.16,2.54,3,167.7,0.0,24.2,15.2,74.0,1.333333,2.625,95.6725,7362.355,313.0,65.0,23.521900958466453,2,0,27,Wednesday,0,0
429,2017-09-26,201709,2017,9,0.16,2.54,3,167.7,0.0,29.6,16.9,35.25,1.666667,0.7,77.1575,8763.23,368.0,73.0,23.813125,1,0,26,Tuesday,0,0
430,2017-09-25,201709,2017,9,0.16,2.54,3,167.7,0.0,29.2,17.5,35.25,5.6666669999999995,1.75,140.91,8680.2975,358.0,62.0,24.246641061452515,0,0,25,Monday,0,0
431,2017-09-24,201709,2017,9,0.16,2.54,3,167.7,0.0,29.4,17.7,36.0,3.333333,,,,,,,6,0,24,Sunday,0,0
432,2017-09-23,201709,2017,9,0.16,2.54,3,167.7,0.0,28.9,17.2,37.25,2.676293,,,,,,,5,0,23,Saturday,0,0
433,2017-09-22,201709,2017,9,0.16,2.54,3,167.7,0.0,22.8,18.2,52.75,2.333333,1.75,106.855,6504.7325,269.0,50.0,24.18116171003717,4,0,22,Friday,0,0
434,2017-09-21,201709,2017,9,0.16,2.54,3,167.7,0.0,27.0,17.1,41.75,5.0,1.75,77.9625,6982.465,304.0,60.0,22.96863486842105,3,0,21,Thursday,0,0
435,2017-09-20,201709,2017,9,0.16,2.54,3,167.7,0.0,29.3,17.5,34.5,4.6666669999999995,1.75,102.48,7576.3275,306.0,65.0,24.759240196078434,2,0,20,Wednesday,0,0
436,2017-09-19,201709,2017,9,0.16,2.54,3,167.7,0.0,28.9,17.4,35.25,2.333333,3.5,193.2875,8404.48,345.0,70.0,24.360811594202897,1,0,19,Tuesday,0,0
437,2017-09-18,201709,2017,9,0.16,2.54,3,167.7,0.0,29.1,17.2,35.0,3.009627,1.75,175.0,6921.2325,300.0,54.0,23.070775,0,0,18,Monday,0,0
438,2017-09-17,201709,2017,9,0.16,2.54,3,167.7,0.0,27.6,16.4,36.0,5.0,,,,,,,6,0,17,Sunday,0,0
439,2017-09-16,201709,2017,9,0.16,2.54,3,167.7,0.0,28.0,17.1,29.5,5.3333330000000005,,,,,,,5,0,16,Saturday,0,0
440,2017-09-15,201709,2017,9,0.16,2.54,3,167.7,0.0,28.4,18.9,35.75,5.6666669999999995,2.625,82.6,6457.15,288.0,52.0,22.420659722222226,4,0,15,Friday,0,0
441,2017-09-14,201709,2017,9,0.16,2.54,3,167.7,0.0,28.6,17.9,37.25,5.0,1.75,68.425,7259.5075,318.0,55.0,22.828639937106917,3,0,14,Thursday,0,0
442,2017-09-13,201709,2017,9,0.16,2.54,3,167.7,0.0,27.8,17.1,40.75,4.3333330000000005,1.05,66.5875,7005.18,301.0,53.0,23.273023255813957,2,0,13,Wednesday,0,0
443,2017-09-12,201709,2017,9,0.16,2.54,3,167.7,0.0,28.4,17.4,32.0,5.6666669999999995,1.05,90.3175,7105.665,300.0,65.0,23.68555,1,0,12,Tuesday,0,0
444,2017-09-11,201709,2017,9,0.16,2.54,3,167.7,0.0,29.8,17.5,36.25,2.0,2.625,109.375,7285.6175,313.0,51.0,23.276733226837056,0,0,11,Monday,0,0
445,2017-09-10,201709,2017,9,0.16,2.54,3,167.7,0.0,29.3,17.9,35.25,3.666667,,,,,,,6,0,10,Sunday,0,0
446,2017-09-09,201709,2017,9,0.16,2.54,3,167.7,0.0,28.6,16.8,30.0,4.3333330000000005,,,,,,,5,0,9,Saturday,0,0
447,2017-09-08,201709,2017,9,0.16,2.54,3,167.7,0.0,29.8,16.8,28.75,3.666667,,,,,,,4,0,8,Friday,1,0
448,2017-09-07,201709,2017,9,0.16,2.54,3,167.7,0.0,29.8,16.4,34.0,1.666667,,,,,,,3,1,7,Thursday,0,0
449,2017-09-06,201709,2017,9,0.16,2.54,3,167.7,0.0,28.5,16.5,31.75,2.333333,1.75,90.3875,7299.9675,320.0,54.0,22.8123984375,2,0,6,Wednesday,0,1
450,2017-09-05,201709,2017,9,0.16,2.54,3,167.7,0.0,26.4,15.3,37.5,2.3525869999999998,2.625,76.65,7192.7625,318.0,58.0,22.61875,1,0,5,Tuesday,0,0
451,2017-09-04,201709,2017,9,0.16,2.54,3,167.7,0.0,25.6,14.0,35.0,4.3333330000000005,3.5,161.315,7425.005,312.0,70.0,23.798092948717947,0,0,4,Monday,0,0
452,2017-09-03,201709,2017,9,0.16,2.54,3,167.7,0.0,26.3,15.2,40.75,4.381467,,,,,,,6,0,3,Sunday,0,0
453,2017-09-02,201709,2017,9,0.16,2.54,3,167.7,0.0,27.4,16.3,41.25,5.0,,,,,,,5,0,2,Saturday,0,0
454,2017-09-01,201709,2017,9,0.16,2.54,3,167.7,0.0,28.8,19.2,31.0,4.6666669999999995,0.7,90.9825,6565.1425,287.0,38.0,22.875060975609756,4,0,1,Friday,0,0
455,2017-08-31,201708,2017,8,0.19,2.46,3,167.7,0.0,31.2,15.0,23.75,2.0,0.875,84.2275,7570.4825,332.0,39.0,22.80265813253012,3,0,31,Thursday,0,0
456,2017-08-30,201708,2017,8,0.19,2.46,3,167.7,0.0,31.4,16.0,28.0,2.009627,3.5,1153.25,7487.1475,279.0,50.0,26.8356541218638,2,0,30,Wednesday,0,0
457,2017-08-29,201708,2017,8,0.19,2.46,3,167.7,0.0,30.3,15.0,25.25,1.68592,1.75,189.0,7394.1525,303.0,61.0,24.403143564356434,1,0,29,Tuesday,0,0
458,2017-08-28,201708,2017,8,0.19,2.46,3,167.7,0.0,30.8,13.8,26.0,1.333333,1.75,75.3025,7237.02,309.0,66.0,23.420776699029126,0,0,28,Monday,0,0
459,2017-08-27,201708,2017,8,0.19,2.46,3,167.7,0.0,29.8,15.1,29.25,1.0,,,,,,,6,0,27,Sunday,0,0
460,2017-08-26,201708,2017,8,0.19,2.46,3,167.7,0.0,28.0,13.6,40.25,0.666667,,,,,,,5,0,26,Saturday,0,0
461,2017-08-25,201708,2017,8,0.19,2.46,3,167.7,0.0,26.6,14.9,47.75,3.666667,1.75,350.0,6915.8775,278.0,47.0,24.877257194244606,4,0,25,Friday,0,0
462,2017-08-24,201708,2017,8,0.19,2.46,3,167.7,0.0,26.0,14.3,52.75,4.6666669999999995,0.875,75.635,7407.9425,320.0,56.0,23.1498203125,3,0,24,Thursday,0,0
463,2017-08-23,201708,2017,8,0.19,2.46,3,167.7,0.0,26.2,14.7,52.75,6.3333330000000005,2.625,110.845,7019.5475,307.0,59.0,22.864975570032573,2,0,23,Wednesday,0,0
464,2017-08-22,201708,2017,8,0.19,2.46,3,167.7,0.0,27.0,17.8,46.0,6.0,1.75,78.645,5992.5775,281.0,48.0,21.32589857651245,1,0,22,Tuesday,0,0
465,2017-08-21,201708,2017,8,0.19,2.46,3,167.7,0.0,30.0,16.6,40.0,1.666667,3.5,56.875,6674.5525,320.0,65.0,20.8579765625,0,0,21,Monday,0,0
466,2017-08-20,201708,2017,8,0.19,2.46,3,167.7,0.0,32.1,19.0,34.0,3.0,,,,,,,6,0,20,Sunday,0,0
467,2017-08-19,201708,2017,8,0.19,2.46,3,167.7,0.0,30.5,17.8,27.5,2.666667,,,,,,,5,0,19,Saturday,0,0
468,2017-08-18,201708,2017,8,0.19,2.46,3,167.7,0.0,30.1,15.2,29.5,1.666667,2.1,93.0825,6266.5575,265.0,47.0,23.64738679245283,4,0,18,Friday,0,0
469,2017-08-17,201708,2017,8,0.19,2.46,3,167.7,0.0,29.9,14.3,30.5,0.666667,3.5,95.55,7178.325,303.0,44.0,23.690841584158413,3,0,17,Thursday,0,0
470,2017-08-16,201708,2017,8,0.19,2.46,3,167.7,0.0,29.3,16.0,36.75,3.333333,3.5,350.0,8159.305,336.0,45.0,24.28364583333333,2,0,16,Wednesday,0,0
471,2017-08-15,201708,2017,8,0.19,2.46,3,167.7,0.0,30.0,16.0,26.5,3.0,2.625,111.16,6756.75,295.0,45.0,22.904237288135597,1,0,15,Tuesday,0,0
472,2017-08-14,201708,2017,8,0.19,2.46,3,167.7,0.0,30.7,14.2,29.0,1.666667,1.75,78.1375,7922.9325,338.0,63.0,23.44062869822485,0,0,14,Monday,0,0
473,2017-08-13,201708,2017,8,0.19,2.46,3,167.7,0.0,29.5,16.4,38.5,1.0,,,,,,,6,0,13,Sunday,0,0
474,2017-08-12,201708,2017,8,0.19,2.46,3,167.7,0.0,28.8,15.4,30.75,5.3333330000000005,,,,,,,5,0,12,Saturday,0,0
475,2017-08-11,201708,2017,8,0.19,2.46,3,167.7,0.0,29.7,14.4,29.5,3.009627,1.75,66.5,5000.4325,226.0,34.0,22.125807522123893,4,0,11,Friday,0,0
476,2017-08-10,201708,2017,8,0.19,2.46,3,167.7,0.0,29.8,14.4,30.5,2.0,1.05,90.335,6856.78,274.0,54.0,25.024744525547444,3,0,10,Thursday,0,0
477,2017-08-09,201708,2017,8,0.19,2.46,3,167.7,0.0,29.7,15.1,40.25,0.0,1.75,63.035,7011.8125,310.0,53.0,22.61875,2,0,9,Wednesday,0,0
478,2017-08-08,201708,2017,8,0.19,2.46,3,167.7,0.0,28.6,15.6,49.0,1.676293,1.75,67.725,6670.8075,299.0,48.0,22.310392976588627,1,0,8,Tuesday,0,0
479,2017-08-07,201708,2017,8,0.19,2.46,3,167.7,0.0,26.8,15.7,48.5,3.0,2.1,82.04,8288.315,358.0,62.0,23.15171787709497,0,0,7,Monday,0,0
480,2017-08-06,201708,2017,8,0.19,2.46,3,167.7,0.0,27.0,13.6,43.75,2.0,,,,,,,6,0,6,Sunday,0,0
481,2017-08-05,201708,2017,8,0.19,2.46,3,167.7,0.0,28.0,13.3,40.0,3.666667,,,,,,,5,0,5,Saturday,0,0
482,2017-08-04,201708,2017,8,0.19,2.46,3,167.7,0.0,28.0,14.8,47.0,0.666667,3.5,131.25,6544.3175,266.0,49.0,24.60269736842105,4,0,4,Friday,0,0
483,2017-08-03,201708,2017,8,0.19,2.46,3,167.7,0.0,28.8,11.8,36.75,0.34296,3.5,202.5975,7890.4,297.0,47.0,26.567003367003366,3,0,3,Thursday,0,0
484,2017-08-02,201708,2017,8,0.19,2.46,3,167.7,0.0,26.4,10.0,42.25,1.34296,3.5,96.565,6555.0275,291.0,57.0,22.5258676975945,2,0,2,Wednesday,0,0
485,2017-08-01,201708,2017,8,0.19,2.46,3,167.7,0.0,24.6,13.3,43.5,2.666667,2.625,94.15,6315.2075,288.0,45.0,21.927803819444446,1,0,1,Tuesday,0,0
486,2017-07-31,201707,2017,7,0.24,2.71,3,167.7,0.0,22.0,11.0,49.25,3.0,3.5,206.5,7064.0675,317.0,55.0,22.284124605678237,0,0,31,Monday,0,0
487,2017-07-30,201707,2017,7,0.24,2.71,3,167.7,0.0,21.4,12.9,53.75,4.3333330000000005,,,,,,,6,0,30,Sunday,0,0
488,2017-07-29,201707,2017,7,0.24,2.71,3,167.7,0.0,24.2,13.0,46.25,4.3333330000000005,,,,,,,5,0,29,Saturday,0,0
489,2017-07-28,201707,2017,7,0.24,2.71,3,167.7,0.0,23.5,12.5,54.0,5.0,0.875,224.0,6838.44,265.0,48.0,25.805433962264157,4,0,28,Friday,0,0
490,2017-07-27,201707,2017,7,0.24,2.71,3,167.7,0.0,21.9,12.2,47.75,5.3333330000000005,3.5,90.3175,6287.575,283.0,44.0,22.217579505300357,3,0,27,Thursday,0,0
491,2017-07-26,201707,2017,7,0.24,2.71,3,167.7,0.0,22.4,13.0,44.5,4.6666669999999995,2.625,94.5,6333.6,265.0,44.0,23.900377358490562,2,0,26,Wednesday,0,0
492,2017-07-25,201707,2017,7,0.24,2.71,3,167.7,0.0,24.2,13.6,50.0,2.0,2.625,94.08,5285.56,234.0,40.0,22.587863247863247,1,0,25,Tuesday,0,0
493,2017-07-24,201707,2017,7,0.24,2.71,3,167.7,0.0,23.0,13.0,49.75,2.3429599999999997,3.5,111.58,7817.005,334.0,56.0,23.404206586826344,0,0,24,Monday,0,0
494,2017-07-23,201707,2017,7,0.24,2.71,3,167.7,0.0,24.8,15.3,31.25,3.666667,,,,,,,6,0,23,Sunday,0,0
495,2017-07-22,201707,2017,7,0.24,2.71,3,167.7,0.0,26.6,14.1,34.0,2.333333,,,,,,,5,0,22,Saturday,0,0
496,2017-07-21,201707,2017,7,0.24,2.71,3,167.7,0.0,26.3,12.7,44.5,0.666667,3.5,67.2875,5801.5125,246.0,34.0,23.583384146341466,4,0,21,Friday,0,0
497,2017-07-20,201707,2017,7,0.24,2.71,3,167.7,0.0,25.8,13.8,39.75,1.0,1.75,74.06,5116.8775,239.0,35.0,21.409529288702927,3,0,20,Thursday,0,0
498,2017-07-19,201707,2017,7,0.24,2.71,3,167.7,0.0,25.0,10.5,43.5,2.666667,3.5,72.1,5060.3875,236.0,40.0,21.44231991525424,2,0,19,Wednesday,0,0
499,2017-07-18,201707,2017,7,0.24,2.71,3,167.7,0.0,24.8,11.0,47.0,2.3429599999999997,1.75,137.0425,5891.305,258.0,51.0,22.834515503875966,1,0,18,Tuesday,0,0
500,2017-07-17,201707,2017,7,0.24,2.71,3,167.7,0.0,24.0,12.1,45.5,3.0,2.625,71.365,6223.805,283.0,53.0,21.992243816254415,0,0,17,Monday,0,0
501,2017-07-16,201707,2017,7,0.24,2.71,3,167.7,0.0,23.4,12.7,45.5,1.666667,,,,,,,6,0,16,Sunday,0,0
502,2017-07-15,201707,2017,7,0.24,2.71,3,167.7,0.0,23.6,13.5,55.75,3.0,,,,,,,5,0,15,Saturday,0,0
503,2017-07-14,201707,2017,7,0.24,2.71,3,167.7,0.0,23.4,13.8,45.75,5.0,3.2375,96.0925,6225.9575,251.0,40.0,24.804611553784863,4,0,14,Friday,0,0
504,2017-07-13,201707,2017,7,0.24,2.71,3,167.7,0.0,24.2,14.2,44.5,4.3333330000000005,3.5,58.1525,6266.9775,290.0,39.0,21.61026724137931,3,0,13,Thursday,0,0
505,2017-07-12,201707,2017,7,0.24,2.71,3,167.7,0.0,24.8,14.2,49.25,3.0,3.5,65.905,6213.3575,291.0,40.0,21.35174398625429,2,0,12,Wednesday,0,0
506,2017-07-11,201707,2017,7,0.24,2.71,3,167.7,0.0,23.8,13.8,59.75,3.0,1.75,83.825,7332.6575,339.0,51.0,21.630258112094396,1,0,11,Tuesday,0,0
507,2017-07-10,201707,2017,7,0.24,2.71,3,167.7,0.0,21.8,12.3,71.0,2.333333,1.75,79.975,7850.745,337.0,56.0,23.29597922848665,0,0,10,Monday,0,0
508,2017-07-09,201707,2017,7,0.24,2.71,3,167.7,0.0,22.3,12.6,53.25,4.3333330000000005,,,,,,,6,0,9,Sunday,0,0
509,2017-07-08,201707,2017,7,0.24,2.71,3,167.7,0.0,22.8,12.5,57.25,3.666667,,,,,,,5,0,8,Saturday,0,0
510,2017-07-07,201707,2017,7,0.24,2.71,3,167.7,0.0,22.8,12.8,57.0,2.676293,3.5,97.72,7140.525,297.0,67.0,24.04217171717172,4,0,7,Friday,0,0
511,2017-07-06,201707,2017,7,0.24,2.71,3,167.7,0.0,21.2,11.2,58.75,3.333333,0.7,119.455,6639.7625,295.0,54.0,22.507669491525423,3,0,6,Thursday,0,0
512,2017-07-05,201707,2017,7,0.24,2.71,3,167.7,0.0,20.4,10.4,56.25,2.333333,2.625,151.1125,7221.2525,315.0,66.0,22.924611111111112,2,0,5,Wednesday,0,0
513,2017-07-04,201707,2017,7,0.24,2.71,3,167.7,0.0,20.1,10.8,57.25,3.666667,3.5,107.87,6529.215,289.0,55.0,22.592439446366782,1,0,4,Tuesday,0,0
514,2017-07-03,201707,2017,7,0.24,2.71,3,167.7,0.0,22.2,12.5,60.0,4.0,3.29,135.0825,6556.1825,278.0,51.0,23.583390287769785,0,0,3,Monday,0,0
515,2017-07-02,201707,2017,7,0.24,2.71,3,167.7,0.0,23.5,11.3,41.25,1.666667,,,,,,,6,0,2,Sunday,0,0
516,2017-07-01,201707,2017,7,0.24,2.71,3,167.7,0.0,24.7,16.6,40.75,0.34296,,,,,,,5,0,1,Saturday,0,0
517,2017-06-30,201706,2017,6,-0.23,3.0,2,164.7,0.0,24.8,13.0,50.0,1.0,0.35,173.25,4718.175,170.0,45.0,27.753970588235294,4,0,30,Friday,0,0
518,2017-06-29,201706,2017,6,-0.23,3.0,2,164.7,0.0,23.5,14.1,57.75,5.009627,3.5,87.5,6175.1725,268.0,29.0,23.04168843283582,3,0,29,Thursday,0,0
519,2017-06-28,201706,2017,6,-0.23,3.0,2,164.7,0.0,23.8,16.8,54.25,4.3333330000000005,3.5,213.5,7029.435,302.0,48.0,23.27627483443709,2,0,28,Wednesday,0,0
520,2017-06-27,201706,2017,6,-0.23,3.0,2,164.7,0.0,23.8,14.5,52.75,2.333333,1.75,94.6925,6902.735,310.0,51.0,22.266887096774198,1,0,27,Tuesday,0,0
521,2017-06-26,201706,2017,6,-0.23,3.0,2,164.7,0.0,22.2,12.8,64.25,4.0,1.05,198.2925,8074.045,338.0,64.0,23.88770710059172,0,0,26,Monday,0,0
522,2017-06-25,201706,2017,6,-0.23,3.0,2,164.7,0.0,23.5,13.0,57.5,4.0,,,,,,,6,0,25,Sunday,0,0
523,2017-06-24,201706,2017,6,-0.23,3.0,2,164.7,0.0,23.2,14.1,58.25,3.676293,,,,,,,5,0,24,Saturday,0,0
524,2017-06-23,201706,2017,6,-0.23,3.0,2,164.7,0.0,23.3,14.0,66.25,4.3333330000000005,2.625,104.9125,6178.13,245.0,38.0,25.216857142857144,4,0,23,Friday,0,0
525,2017-06-22,201706,2017,6,-0.23,3.0,2,164.7,0.0,22.7,13.8,59.0,5.3333330000000005,3.5,119.7,7919.0475,324.0,67.0,24.44150462962963,3,0,22,Thursday,0,0
526,2017-06-21,201706,2017,6,-0.23,3.0,2,164.7,0.0,25.2,14.2,52.0,3.333333,3.325,77.4025,7953.1725,330.0,60.0,24.10052272727273,2,0,21,Wednesday,0,0
