,date,year_month,year,month,inflation,inf_accum,quarter,gdp,precipitation_vol,max_temp,min_temp,humidity,wind_speed,min_sale,max_sale,total_sales,total_invoices,total_cpfs,avg_tickect,week_day,holiday,day,week_day_str,after_holiday,before_holiday
527,2017-06-20,201706,2017,6,-0.23,3.0,2,164.7,0.0,26.0,13.5,50.75,1.352587,3.5,87.4125,7804.09,319.0,57.0,24.46423197492163,1,0,20,Tuesday,0,0
528,2017-06-19,201706,2017,6,-0.23,3.0,2,164.7,0.0,25.2,12.1,53.0,1.0,1.75,76.5625,7504.175,318.0,56.0,23.598034591194974,0,0,19,Monday,0,0
529,2017-06-18,201706,2017,6,-0.23,3.0,2,164.7,0.0,25.2,14.0,60.25,1.666667,,,,,,,6,0,18,Sunday,0,0
530,2017-06-17,201706,2017,6,-0.23,3.0,2,164.7,0.0,24.7,12.9,52.0,3.3429599999999997,,,,,,,5,0,17,Saturday,0,0
531,2017-06-16,201706,2017,6,-0.23,3.0,2,164.7,0.0,25.4,14.9,53.5,2.0,,,,,,,4,0,16,Friday,1,0
532,2017-06-15,201706,2017,6,-0.23,3.0,2,164.7,0.0,,15.8,60.0,2.0,,,,,,,3,1,15,Thursday,0,0
533,2017-06-14,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.0,15.3,57.5,2.333333,1.75,113.0325,7506.03,294.0,42.0,25.530714285714286,2,0,14,Wednesday,0,1
534,2017-06-13,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.1,16.3,52.25,3.666667,2.625,84.2275,6858.3375,311.0,47.0,22.052532154340838,1,0,13,Tuesday,0,0
535,2017-06-12,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.4,16.1,62.5,1.666667,2.94,121.625,7209.7375,312.0,48.0,23.10813301282051,0,0,12,Monday,0,0
536,2017-06-11,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.2,14.3,60.75,0.34296,,,,,,,6,0,11,Sunday,0,0
537,2017-06-10,201706,2017,6,-0.23,3.0,2,164.7,0.0,24.6,14.0,67.5,0.0,,,,,,,5,0,10,Saturday,0,0
538,2017-06-09,201706,2017,6,-0.23,3.0,2,164.7,0.0,29.2,14.9,55.0,0.68592,1.75,114.24,7510.965,303.0,44.0,24.788663366336635,4,0,9,Friday,0,0
539,2017-06-08,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.7,15.9,59.25,2.0,2.625,66.43,9451.19,376.0,62.0,25.13614361702128,3,0,8,Thursday,0,0
540,2017-06-07,201706,2017,6,-0.23,3.0,2,164.7,0.0,27.8,15.9,54.0,1.333333,3.36,65.625,8809.0275,357.0,59.0,24.675147058823526,2,0,7,Wednesday,0,0
541,2017-06-06,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.5,15.6,56.25,1.333333,0.875,259.245,6882.6275,304.0,57.0,22.640222039473684,1,0,6,Tuesday,0,0
542,2017-06-05,201706,2017,6,-0.23,3.0,2,164.7,0.0,27.7,17.8,55.75,2.3429599999999997,1.0325,111.6675,8595.4925,387.0,66.0,22.210574935400523,0,0,5,Monday,0,0
543,2017-06-04,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.2,18.6,59.5,2.333333,,,,,,,6,0,4,Sunday,0,0
544,2017-06-03,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.8,17.3,61.75,1.666667,,,,,,,5,0,3,Saturday,0,0
545,2017-06-02,201706,2017,6,-0.23,3.0,2,164.7,0.0,27.9,17.2,73.0,0.0,1.75,180.3025,7181.825,297.0,37.0,24.18122895622896,4,0,2,Friday,0,0
546,2017-06-01,201706,2017,6,-0.23,3.0,2,164.7,0.0,28.5,17.0,71.25,1.0,2.1,105.4725,8455.685,366.0,54.0,23.102964480874324,3,0,1,Thursday,0,0
547,2017-05-31,201705,2017,5,0.31,3.6,2,164.7,0.0,28.6,16.0,59.75,1.666667,2.625,73.5,7142.345,310.0,56.0,23.039822580645158,2,0,31,Wednesday,0,0
548,2017-05-30,201705,2017,5,0.31,3.6,2,164.7,0.0,28.0,16.5,55.25,1.0,2.065,189.0,8600.13,355.0,39.0,24.225718309859154,1,0,30,Tuesday,0,0
549,2017-05-29,201705,2017,5,0.31,3.6,2,164.7,0.0,27.3,15.6,61.0,1.333333,0.7,83.1775,9009.875,378.0,51.0,23.83564814814815,0,0,29,Monday,0,0
550,2017-05-28,201705,2017,5,0.31,3.6,2,164.7,0.0,26.6,14.6,57.75,2.333333,,,,,,,6,0,28,Sunday,0,0
551,2017-05-27,201705,2017,5,0.31,3.6,2,164.7,0.0,26.2,15.8,61.75,2.0,,,,,,,5,0,27,Saturday,0,0
552,2017-05-26,201705,2017,5,0.31,3.6,2,164.7,0.0,27.4,16.0,63.75,1.0,2.625,103.7575,6804.1925,281.0,45.0,24.21420818505338,4,0,26,Friday,0,0
553,2017-05-25,201705,2017,5,0.31,3.6,2,164.7,0.0,27.2,17.3,65.25,2.0,3.5,83.86,7473.83,319.0,50.0,23.428934169279003,3,0,25,Thursday,0,0
554,2017-05-24,201705,2017,5,0.31,3.6,2,164.7,0.0,28.0,18.0,71.25,3.333333,2.625,120.89,7597.765,312.0,63.0,24.351810897435897,2,0,24,Wednesday,0,0
555,2017-05-23,201705,2017,5,0.31,3.6,2,164.7,0.0,29.0,17.7,67.25,1.666667,1.75,111.125,7717.8675,320.0,47.0,24.1183359375,1,0,23,Tuesday,0,0
556,2017-05-22,201705,2017,5,0.31,3.6,2,164.7,1.0,28.1,18.0,70.0,2.666667,3.5,72.625,8553.2475,353.0,71.0,24.230162889518414,0,0,22,Monday,0,0
557,2017-05-21,201705,2017,5,0.31,3.6,2,164.7,21.2,26.0,16.9,81.75,2.009627,,,,,,,6,0,21,Sunday,0,0
558,2017-05-20,201705,2017,5,0.31,3.6,2,164.7,3.7,24.6,18.0,94.75,0.666667,,,,,,,5,0,20,Saturday,0,0
559,2017-05-19,201705,2017,5,0.31,3.6,2,164.7,0.0,27.8,17.9,75.5,1.0,3.5,99.75,9144.0825,339.0,42.0,26.97369469026549,4,0,19,Friday,0,0
560,2017-05-18,201705,2017,5,0.31,3.6,2,164.7,33.8,26.5,18.6,80.0,2.333333,2.625,119.315,8698.3925,352.0,50.0,24.71134232954545,3,0,18,Thursday,0,0
561,2017-05-17,201705,2017,5,0.31,3.6,2,164.7,1.0,29.4,18.3,82.5,2.009627,0.35,161.0,10528.91,434.0,63.0,24.26016129032258,2,0,17,Wednesday,0,0
562,2017-05-16,201705,2017,5,0.31,3.6,2,164.7,1.7,28.0,19.2,81.75,0.0,1.75,214.48,11237.5025,451.0,61.0,24.91685698447893,1,0,16,Tuesday,0,0
563,2017-05-15,201705,2017,5,0.31,3.6,2,164.7,0.0,28.0,17.1,73.75,0.34296,3.5,212.17,10559.255,421.0,67.0,25.081365795724462,0,0,15,Monday,0,0
564,2017-05-14,201705,2017,5,0.31,3.6,2,164.7,0.0,29.5,15.4,57.5,2.009627,,,,,,,6,0,14,Sunday,0,0
565,2017-05-13,201705,2017,5,0.31,3.6,2,164.7,0.0,29.9,15.1,53.0,2.333333,,,,,,,5,0,13,Saturday,0,0
566,2017-05-12,201705,2017,5,0.31,3.6,2,164.7,0.0,27.7,17.1,52.0,3.333333,3.5,103.9325,5786.1125,257.0,34.0,22.514056420233466,4,0,12,Friday,0,0
567,2017-05-11,201705,2017,5,0.31,3.6,2,164.7,0.0,29.1,13.6,44.0,2.3429599999999997,2.6425,113.9075,7240.7825,314.0,45.0,23.05981687898089,3,0,11,Thursday,0,0
568,2017-05-10,201705,2017,5,0.31,3.6,2,164.7,0.0,29.0,13.9,46.5,1.0,2.625,113.19,8527.8375,362.0,68.0,23.557562154696132,2,0,10,Wednesday,0,0
569,2017-05-09,201705,2017,5,0.31,3.6,2,164.7,0.0,28.8,17.5,46.25,1.666667,2.625,137.7775,8318.66,351.0,86.0,23.699886039886042,1,0,9,Tuesday,0,0
570,2017-05-08,201705,2017,5,0.31,3.6,2,164.7,0.9,27.5,18.6,66.25,1.34296,0.875,72.275,8306.165,349.0,69.0,23.799899713467042,0,0,8,Monday,0,0
571,2017-05-07,201705,2017,5,0.31,3.6,2,164.7,1.0,28.9,16.6,69.75,2.009627,,,,,,,6,0,7,Sunday,0,0
572,2017-05-06,201705,2017,5,0.31,3.6,2,164.7,0.0,29.0,15.0,61.5,0.666667,,,,,,,5,0,6,Saturday,0,0
573,2017-05-05,201705,2017,5,0.31,3.6,2,164.7,0.0,27.8,16.5,59.5,1.0,3.5,128.7125,7614.95,303.0,57.0,25.13184818481848,4,0,5,Friday,0,0
574,2017-05-04,201705,2017,5,0.31,3.6,2,164.7,0.0,21.7,16.5,56.25,2.666667,3.5,100.2225,8367.345,341.0,61.0,24.53766862170088,3,0,4,Thursday,0,0
575,2017-05-03,201705,2017,5,0.31,3.6,2,164.7,0.0,25.2,16.2,70.25,4.3333330000000005,1.75,83.23,7734.7725,350.0,62.0,22.09935,2,0,3,Wednesday,0,0
576,2017-05-02,201705,2017,5,0.31,3.6,2,164.7,0.0,21.2,16.4,67.75,3.666667,2.625,70.14,8214.08,368.0,75.0,22.320869565217393,1,0,2,Tuesday,1,0
577,2017-05-01,201705,2017,5,0.31,3.6,2,164.7,0.0,24.6,17.6,72.0,2.666667,,,,,,,0,1,1,Monday,0,0
578,2017-04-30,201704,2017,4,0.14,4.08,2,164.7,0.0,27.8,19.2,64.25,3.0,,,,,,,6,0,30,Sunday,0,1
579,2017-04-29,201704,2017,4,0.14,4.08,2,164.7,0.0,29.1,19.6,67.0,1.666667,,,,,,,5,0,29,Saturday,0,0
580,2017-04-28,201704,2017,4,0.14,4.08,2,164.7,0.0,28.0,19.1,74.25,0.0,,,,,,,4,0,28,Friday,0,0
581,2017-04-27,201704,2017,4,0.14,4.08,2,164.7,2.3,28.7,19.0,76.5,0.666667,2.625,87.2025,7213.64,307.0,58.0,23.4971986970684,3,0,27,Thursday,0,0
582,2017-04-26,201704,2017,4,0.14,4.08,2,164.7,0.2,28.3,19.0,76.75,1.0,3.5,106.6975,7576.8175,333.0,56.0,22.753205705705703,2,0,26,Wednesday,0,0
583,2017-04-25,201704,2017,4,0.14,4.08,2,164.7,0.0,27.8,19.6,74.0,2.666667,2.625,215.25,7836.675,344.0,63.0,22.781031976744185,1,0,25,Tuesday,0,0
584,2017-04-24,201704,2017,4,0.14,4.08,2,164.7,0.0,28.8,19.0,79.75,1.333333,3.5,79.73,7232.015,326.0,58.0,22.18409509202454,0,0,24,Monday,0,0
585,2017-04-23,201704,2017,4,0.14,4.08,2,164.7,0.0,28.0,17.3,73.75,0.34296,,,,,,,6,0,23,Sunday,0,0
586,2017-04-22,201704,2017,4,0.14,4.08,2,164.7,0.8,29.1,18.0,67.0,2.666667,,,,,,,5,0,22,Saturday,1,0
587,2017-04-21,201704,2017,4,0.14,4.08,2,164.7,0.0,25.0,18.9,80.25,1.34296,,,,,,,4,1,21,Friday,0,0
588,2017-04-20,201704,2017,4,0.14,4.08,2,164.7,0.0,28.5,18.8,63.0,2.333333,2.625,99.8025,6508.8625,266.0,45.0,24.46940789473684,3,0,20,Thursday,0,1
589,2017-04-19,201704,2017,4,0.14,4.08,2,164.7,0.0,28.9,19.8,58.25,2.666667,1.75,79.4675,7059.885,322.0,61.0,21.925108695652174,2,0,19,Wednesday,0,0
590,2017-04-18,201704,2017,4,0.14,4.08,2,164.7,0.0,29.8,19.0,60.5,0.34296,2.625,131.25,7406.84,342.0,57.0,21.657426900584795,1,0,18,Tuesday,0,0
591,2017-04-17,201704,2017,4,0.14,4.08,2,164.7,0.0,29.6,17.3,60.0,1.0,3.5,78.365,7175.84,314.0,62.0,22.85299363057325,0,0,17,Monday,0,0
592,2017-04-16,201704,2017,4,0.14,4.08,2,164.7,0.0,28.4,18.8,58.25,1.333333,,,,,,,6,0,16,Sunday,0,0
593,2017-04-15,201704,2017,4,0.14,4.08,2,164.7,0.0,27.5,19.3,63.0,1.0,,,,,,,5,0,15,Saturday,1,0
594,2017-04-14,201704,2017,4,0.14,4.08,2,164.7,0.0,28.8,19.6,66.0,3.0,,,,,,,4,1,14,Friday,0,0
595,2017-04-13,201704,2017,4,0.14,4.08,2,164.7,0.0,29.8,19.4,58.75,3.333333,1.75,52.5,527.345,32.0,6.0,16.47953125,3,0,13,Thursday,0,1
596,2017-04-12,201704,2017,4,0.14,4.08,2,164.7,0.0,30.6,17.6,56.0,1.333333,,,,,,,2,0,12,Wednesday,0,0
597,2017-04-11,201704,2017,4,0.14,4.08,2,164.7,0.0,29.6,16.4,61.75,0.666667,2.625,1575.0,9801.4175,375.0,57.0,26.13711333333333,1,0,11,Tuesday,0,0
598,2017-04-10,201704,2017,4,0.14,4.08,2,164.7,0.0,29.3,16.2,57.0,2.009627,3.5,63.2975,8442.315,375.0,60.0,22.51284,0,0,10,Monday,0,0
599,2017-04-09,201704,2017,4,0.14,4.08,2,164.7,0.0,28.9,19.2,51.25,2.666667,,,,,,,6,0,9,Sunday,0,0
600,2017-04-08,201704,2017,4,0.14,4.08,2,164.7,0.0,29.2,17.2,57.75,0.34296,,,,,,,5,0,8,Saturday,0,0
601,2017-04-07,201704,2017,4,0.14,4.08,2,164.7,0.0,29.7,18.2,64.75,2.0,3.5,90.02,6425.9475,269.0,54.0,23.888280669144983,4,0,7,Friday,0,0
602,2017-04-06,201704,2017,4,0.14,4.08,2,164.7,0.0,29.5,19.0,75.5,1.0,3.5,67.48,6852.615,290.0,57.0,23.629706896551724,3,0,6,Thursday,0,0
603,2017-04-05,201704,2017,4,0.14,4.08,2,164.7,4.2,28.7,19.7,74.25,2.0,2.625,58.8,7481.425,344.0,78.0,21.74832848837209,2,0,5,Wednesday,0,0
604,2017-04-04,201704,2017,4,0.14,4.08,2,164.7,0.0,27.3,19.4,79.0,2.0,0.875,138.3025,8285.4625,354.0,74.0,23.405261299435026,1,0,4,Tuesday,0,0
605,2017-04-03,201704,2017,4,0.14,4.08,2,164.7,0.0,27.1,18.6,72.75,1.0,2.345,90.895,8444.7475,360.0,75.0,23.457631944444444,0,0,3,Monday,0,0
606,2017-04-02,201704,2017,4,0.14,4.08,2,164.7,1.0,25.4,18.8,76.0,3.666667,,,,,,,6,0,2,Sunday,0,0
607,2017-04-01,201704,2017,4,0.14,4.08,2,164.7,18.2,27.6,19.1,65.5,0.0,,,,,,,5,0,1,Saturday,0,0
608,2017-03-31,201703,2017,3,0.25,4.57,1,162.1,7.6,29.4,17.2,74.75,0.68592,1.75,141.5575,7408.8525,287.0,63.0,25.814817073170726,4,0,31,Friday,0,0
609,2017-03-30,201703,2017,3,0.25,4.57,1,162.1,41.2,25.1,18.0,91.25,0.666667,2.625,159.635,7254.94,328.0,49.0,22.11871951219512,3,0,30,Thursday,0,0
610,2017-03-29,201703,2017,3,0.25,4.57,1,162.1,21.1,26.5,18.0,88.75,1.352587,2.625,93.52,7457.3625,330.0,60.0,22.598068181818178,2,0,29,Wednesday,0,0
611,2017-03-28,201703,2017,3,0.25,4.57,1,162.1,8.1,29.3,18.5,78.5,1.333333,2.625,106.89,8198.1375,362.0,75.0,22.64678867403315,1,0,28,Tuesday,0,0
612,2017-03-27,201703,2017,3,0.25,4.57,1,162.1,16.6,29.9,18.0,76.25,0.0,3.5,318.5,8643.67,374.0,74.0,23.111417112299463,0,0,27,Monday,0,0
613,2017-03-26,201703,2017,3,0.25,4.57,1,162.1,0.0,30.6,18.4,71.0,0.0,,,,,,,6,0,26,Sunday,0,0
614,2017-03-25,201703,2017,3,0.25,4.57,1,162.1,0.0,29.9,18.4,68.75,1.352587,,,,,,,5,0,25,Saturday,0,0
615,2017-03-24,201703,2017,3,0.25,4.57,1,162.1,9.4,29.9,19.5,67.0,2.666667,3.5,227.5,7637.35,314.0,48.0,24.32277070063694,4,0,24,Friday,0,0
616,2017-03-23,201703,2017,3,0.25,4.57,1,162.1,0.0,28.4,20.0,73.5,1.666667,1.75,616.0,8725.955,337.0,69.0,25.893041543026705,3,0,23,Thursday,0,0
617,2017-03-22,201703,2017,3,0.25,4.57,1,162.1,0.0,28.8,17.7,73.75,1.0,2.625,129.9725,7498.9425,313.0,66.0,23.958282747603835,2,0,22,Wednesday,0,0
618,2017-03-21,201703,2017,3,0.25,4.57,1,162.1,18.3,27.9,18.3,85.5,1.666667,2.625,74.5675,8798.79,378.0,71.0,23.27722222222222,1,0,21,Tuesday,0,0
619,2017-03-20,201703,2017,3,0.25,4.57,1,162.1,1.8,27.0,17.8,85.0,1.0,2.625,210.0,9047.15,360.0,72.0,25.130972222222223,0,0,20,Monday,0,0
620,2017-03-19,201703,2017,3,0.25,4.57,1,162.1,8.4,25.6,17.7,93.25,0.666667,,,,,,,6,0,19,Sunday,0,0
621,2017-03-18,201703,2017,3,0.25,4.57,1,162.1,1.6,28.8,18.5,79.5,0.666667,,,,,,,5,0,18,Saturday,0,0
622,2017-03-17,201703,2017,3,0.25,4.57,1,162.1,0.0,29.7,17.1,60.25,2.666667,2.625,106.645,8290.695,325.0,65.0,25.509830769230764,4,0,17,Friday,0,0
623,2017-03-16,201703,2017,3,0.25,4.57,1,162.1,0.0,29.2,18.0,73.75,2.009627,3.5,79.8175,7432.985,323.0,57.0,23.01233746130031,3,0,16,Thursday,0,0
624,2017-03-15,201703,2017,3,0.25,4.57,1,162.1,21.5,27.8,17.2,72.75,2.333333,2.625,79.8525,3652.04,163.0,31.0,22.405153374233127,2,0,15,Wednesday,0,0
625,2017-03-14,201703,2017,3,0.25,4.57,1,162.1,0.0,29.8,17.7,80.5,1.666667,0.35,96.46,6726.44,267.0,71.0,25.19265917602996,1,0,14,Tuesday,0,0
626,2017-03-13,201703,2017,3,0.25,4.57,1,162.1,0.0,29.6,16.4,54.5,1.34296,3.5,27.125,1008.875,68.0,2.0,14.836397058823527,0,0,13,Monday,0,0
627,2017-03-12,201703,2017,3,0.25,4.57,1,162.1,0.0,30.4,20.2,52.75,0.0,,,,,,,6,0,12,Sunday,0,0
628,2017-03-11,201703,2017,3,0.25,4.57,1,162.1,0.0,30.0,20.1,58.5,1.0,,,,,,,5,0,11,Saturday,0,0
629,2017-03-10,201703,2017,3,0.25,4.57,1,162.1,0.0,30.8,20.9,68.75,1.0,4.375,87.6925,6399.575,262.0,56.0,24.425858778625958,4,0,10,Friday,0,0
630,2017-03-09,201703,2017,3,0.25,4.57,1,162.1,0.0,30.9,,53.5,3.0,1.05,92.4,8737.5225,360.0,60.0,24.27089583333333,3,0,9,Thursday,0,0
631,2017-03-08,201703,2017,3,0.25,4.57,1,162.1,0.0,31.4,17.4,50.0,3.0,2.625,85.995,8578.955,343.0,75.0,25.011530612244893,2,0,8,Wednesday,0,0
632,2017-03-07,201703,2017,3,0.25,4.57,1,162.1,0.0,31.8,19.1,47.5,0.0,3.5,89.075,8271.0075,360.0,81.0,22.975020833333332,1,0,7,Tuesday,0,0
633,2017-03-06,201703,2017,3,0.25,4.57,1,162.1,0.0,31.0,18.0,62.75,1.0,1.75,76.0025,7683.9175,352.0,79.0,21.829311079545448,0,0,6,Monday,0,0
634,2017-03-05,201703,2017,3,0.25,4.57,1,162.1,0.0,27.5,18.0,79.75,1.0,,,,,,,6,0,5,Sunday,0,0
635,2017-03-04,201703,2017,3,0.25,4.57,1,162.1,3.6,30.5,17.5,66.5,0.34296,,,,,,,5,0,4,Saturday,0,0
636,2017-03-03,201703,2017,3,0.25,4.57,1,162.1,7.4,30.0,18.4,76.75,0.0,1.75,146.405,6965.315,286.0,59.0,24.35424825174825,4,0,3,Friday,0,0
637,2017-03-02,201703,2017,3,0.25,4.57,1,162.1,9.8,28.1,18.2,76.0,0.34296,1.75,81.9,6938.3125,310.0,64.0,22.38165322580645,3,0,2,Thursday,0,0
638,2017-03-01,201703,2017,3,0.25,4.57,1,162.1,0.8,26.5,17.6,76.25,0.34296,,,,,,,2,0,1,Wednesday,1,0
639,2017-02-28,201702,2017,2,0.33,4.76,1,162.1,0.9,27.3,18.2,83.5,2.666667,,,,,,,1,1,28,Tuesday,1,0
640,2017-02-27,201702,2017,2,0.33,4.76,1,162.1,23.6,26.2,18.2,81.25,0.34296,,,,,,,0,1,27,Monday,0,1
641,2017-02-26,201702,2017,2,0.33,4.76,1,162.1,56.4,24.4,17.7,94.0,0.0,,,,,,,6,0,26,Sunday,0,1
642,2017-02-25,201702,2017,2,0.33,4.76,1,162.1,2.1,28.8,18.0,85.75,1.0,,,,,,,5,0,25,Saturday,0,0
643,2017-02-24,201702,2017,2,0.33,4.76,1,162.1,0.0,29.4,17.3,76.75,1.666667,2.625,481.25,7178.4825,292.0,52.0,24.58384417808219,4,0,24,Friday,0,0
644,2017-02-23,201702,2017,2,0.33,4.76,1,162.1,0.0,29.6,19.1,68.75,1.0,2.625,84.8925,6801.4275,303.0,65.0,22.446955445544557,3,0,23,Thursday,0,0
645,2017-02-22,201702,2017,2,0.33,4.76,1,162.1,0.3,29.0,19.0,64.5,1.666667,1.75,71.925,6344.31,283.0,60.0,22.418056537102476,2,0,22,Wednesday,0,0
646,2017-02-21,201702,2017,2,0.33,4.76,1,162.1,2.6,27.8,18.0,71.0,3.333333,0.7,122.5,7222.4075,322.0,55.0,22.429836956521733,1,0,21,Tuesday,0,0
647,2017-02-20,201702,2017,2,0.33,4.76,1,162.1,0.0,30.1,19.5,61.25,3.666667,2.625,87.5,8167.32,359.0,72.0,22.750194986072422,0,0,20,Monday,0,0
648,2017-02-19,201702,2017,2,0.33,4.76,1,162.1,0.0,29.6,18.3,61.0,1.666667,,,,,,,6,0,19,Sunday,0,0
649,2017-02-18,201702,2017,2,0.33,4.76,1,162.1,0.0,30.2,18.0,61.5,1.0,,,,,,,5,0,18,Saturday,0,0
650,2017-02-17,201702,2017,2,0.33,4.76,1,162.1,0.0,28.8,18.0,69.75,0.0,3.5,154.77,6427.6275,269.0,60.0,23.894526022304827,4,0,17,Friday,0,0
651,2017-02-16,201702,2017,2,0.33,4.76,1,162.1,0.8,26.3,18.0,74.0,2.666667,2.625,283.5,8272.6,361.0,67.0,22.915789473684207,3,0,16,Thursday,0,0
652,2017-02-15,201702,2017,2,0.33,4.76,1,162.1,0.0,28.5,17.9,57.25,3.333333,1.75,70.07,6412.91,305.0,41.0,21.025934426229508,2,0,15,Wednesday,0,0
653,2017-02-14,201702,2017,2,0.33,4.76,1,162.1,3.0,27.1,17.9,62.0,3.333333,1.75,87.955,6648.18,302.0,59.0,22.01384105960265,1,0,14,Tuesday,0,0
654,2017-02-13,201702,2017,2,0.33,4.76,1,162.1,1.9,25.8,18.6,83.75,2.666667,2.625,82.5825,7472.29,357.0,73.0,20.93078431372549,0,0,13,Monday,0,0
655,2017-02-12,201702,2017,2,0.33,4.76,1,162.1,9.4,24.6,19.1,90.0,3.0,,,,,,,6,0,12,Sunday,0,0
656,2017-02-11,201702,2017,2,0.33,4.76,1,162.1,8.9,25.0,19.4,94.0,3.333333,,,,,,,5,0,11,Saturday,0,0
657,2017-02-10,201702,2017,2,0.33,4.76,1,162.1,6.4,26.2,19.5,87.25,3.009627,1.75,175.0,6998.985,319.0,64.0,21.940391849529778,4,0,10,Friday,0,0
658,2017-02-09,201702,2017,2,0.33,4.76,1,162.1,8.2,29.2,18.7,83.5,0.666667,3.5,153.125,10247.72,396.0,74.0,25.878080808080803,3,0,9,Thursday,0,0
659,2017-02-08,201702,2017,2,0.33,4.76,1,162.1,38.2,28.2,17.0,83.25,0.0,3.5,79.135,8179.535,366.0,61.0,22.348456284153006,2,0,8,Wednesday,0,0
660,2017-02-07,201702,2017,2,0.33,4.76,1,162.1,47.0,30.6,18.3,78.75,0.0,2.625,77.5075,7918.2775,379.0,74.0,20.892552770448546,1,0,7,Tuesday,0,0
661,2017-02-06,201702,2017,2,0.33,4.76,1,162.1,9.7,30.1,16.6,81.75,1.0,0.875,71.7675,7926.73,347.0,71.0,22.843602305475503,0,0,6,Monday,0,0
662,2017-02-05,201702,2017,2,0.33,4.76,1,162.1,4.2,26.8,19.3,83.5,1.0,,,,,,,6,0,5,Sunday,0,0
663,2017-02-04,201702,2017,2,0.33,4.76,1,162.1,26.4,26.0,18.5,86.25,0.0,,,,,,,5,0,4,Saturday,0,0
664,2017-02-03,201702,2017,2,0.33,4.76,1,162.1,8.8,28.6,18.6,78.75,0.666667,3.5,86.345,5678.225,247.0,51.0,22.98876518218624,4,0,3,Friday,0,0
665,2017-02-02,201702,2017,2,0.33,4.76,1,162.1,0.0,28.0,18.7,83.0,1.0,3.5,139.2125,9141.2825,340.0,77.0,26.886125,3,0,2,Thursday,0,0
666,2017-02-01,201702,2017,2,0.33,4.76,1,162.1,0.0,29.0,19.0,65.75,3.3429599999999997,3.5,87.5,6332.4275,280.0,74.0,22.6158125,2,0,1,Wednesday,0,0
667,2017-01-31,201701,2017,1,0.38,5.35,1,162.1,0.0,28.6,19.9,67.5,1.34296,2.625,81.3925,6190.3625,276.0,64.0,22.428849637681157,1,0,31,Tuesday,0,0
668,2017-01-30,201701,2017,1,0.38,5.35,1,162.1,0.0,30.2,19.3,55.5,3.333333,1.75,180.25,7315.9975,321.0,69.0,22.791269470404984,0,0,30,Monday,0,0
669,2017-01-29,201701,2017,1,0.38,5.35,1,162.1,0.0,29.9,19.5,56.75,3.0,,,,,,,6,0,29,Sunday,0,0
670,2017-01-28,201701,2017,1,0.38,5.35,1,162.1,0.0,30.0,19.7,54.75,3.333333,,,,,,,5,0,28,Saturday,0,0
671,2017-01-27,201701,2017,1,0.38,5.35,1,162.1,13.1,27.1,18.0,74.75,0.34296,2.625,88.2,7701.47,315.0,70.0,24.44911111111111,4,0,27,Friday,0,0
672,2017-01-26,201701,2017,1,0.38,5.35,1,162.1,12.1,27.8,17.5,83.0,0.68592,2.625,97.195,6656.23,299.0,62.0,22.261638795986624,3,0,26,Thursday,0,0
673,2017-01-25,201701,2017,1,0.38,5.35,1,162.1,0.9,28.8,18.2,84.75,0.0,2.625,93.6075,7328.0375,328.0,66.0,22.341577743902437,2,0,25,Wednesday,0,0
674,2017-01-24,201701,2017,1,0.38,5.35,1,162.1,44.9,27.0,18.7,80.0,1.34296,2.625,80.1325,6881.945,311.0,66.0,22.128440514469453,1,0,24,Tuesday,0,0
675,2017-01-23,201701,2017,1,0.38,5.35,1,162.1,1.7,26.9,17.1,82.75,1.666667,1.75,81.1125,7614.32,344.0,65.0,22.134651162790693,0,0,23,Monday,0,0
676,2017-01-22,201701,2017,1,0.38,5.35,1,162.1,0.0,28.1,17.6,76.75,0.34296,,,,,,,6,0,22,Sunday,0,0
677,2017-01-21,201701,2017,1,0.38,5.35,1,162.1,0.2,29.0,18.3,73.75,2.333333,,,,,,,5,0,21,Saturday,0,0
678,2017-01-20,201701,2017,1,0.38,5.35,1,162.1,2.8,29.6,18.5,72.75,1.0,1.05,93.2225,6338.92,280.0,49.0,22.639,4,0,20,Friday,0,0
679,2017-01-19,201701,2017,1,0.38,5.35,1,162.1,2.6,24.5,17.2,89.5,0.0,2.625,78.82,6099.5025,290.0,53.0,21.03276724137931,3,0,19,Thursday,0,0
680,2017-01-18,201701,2017,1,0.38,5.35,1,162.1,4.2,27.5,18.6,86.0,1.666667,1.75,92.1025,6681.2725,288.0,45.0,23.198862847222223,2,0,18,Wednesday,0,0
681,2017-01-17,201701,2017,1,0.38,5.35,1,162.1,12.4,26.9,17.6,84.25,0.0,2.625,87.5,6153.56,278.0,34.0,22.135107913669064,1,0,17,Tuesday,0,0
682,2017-01-16,201701,2017,1,0.38,5.35,1,162.1,4.0,27.4,18.4,86.5,2.333333,2.625,88.3925,6440.0525,293.0,46.0,21.979701365187715,0,0,16,Monday,0,0
683,2017-01-15,201701,2017,1,0.38,5.35,1,162.1,0.0,28.6,18.2,84.25,2.0,,,,,,,6,0,15,Sunday,0,0
